Sequence 1,Sequence 2,LCS Value,Time (s)
Seq167,Seq1,0,0.45443
Seq167,Seq2,0,0.44434
Seq167,Seq3,0,0.43936
Seq167,Seq4,0,0.44049
Seq167,Seq5,0,0.44304
Seq167,Seq6,0,0.4432
Seq167,Seq9,0,0.40196
Seq167,Seq8,0,0.44125
Seq167,Seq11,0,0.42041
Seq167,Seq12,0,0.43651
Seq167,Seq7,473,0.47125
Seq167,Seq13,0,0.43634
Seq167,Seq14,0,0.44025
Seq167,Seq10,0,0.45868
Seq167,Seq16,0,0.43202
Seq167,Seq15,0,0.4574
Seq167,Seq21,0,0.39604
Seq167,Seq23,0,0.39575
Seq167,Seq22,0,0.41736
Seq167,Seq20,0,0.45474
Seq167,Seq24,0,0.41449
Seq167,Seq25,0,0.41083
Seq167,Seq26,0,0.43068
Seq167,Seq27,0,0.43262
Seq167,Seq29,0,0.44349
Seq167,Seq30,0,0.44563
Seq167,Seq28,0,0.45984
Seq167,Seq17,0,0.60449
Seq167,Seq18,0,0.59976
Seq167,Seq32,0,0.42206
Seq167,Seq19,0,0.61648
Seq167,Seq31,0,0.44425
Seq167,Seq33,0,0.39206
Seq167,Seq35,0,0.41907
Seq167,Seq34,0,0.45783
Seq167,Seq38,0,0.43094
Seq167,Seq37,0,0.43205
Seq167,Seq36,0,0.43729
Seq167,Seq39,0,0.43218
Seq167,Seq40,0,0.43148
Seq167,Seq41,0,0.43231
Seq167,Seq42,0,0.43285
Seq167,Seq43,0,0.43437
Seq167,Seq45,0,0.41615
Seq167,Seq44,0,0.41843
Seq167,Seq47,0,0.41409
Seq167,Seq48,0,0.40961
Seq167,Seq46,0,0.42118
Seq167,Seq50,0,0.41083
Seq167,Seq51,0,0.41343
Seq167,Seq52,0,0.44159
Seq167,Seq53,0,0.45322
Seq167,Seq54,0,0.45991
Seq167,Seq56,0,0.43696
Seq167,Seq57,0,0.43049
Seq167,Seq63,453,0.3747
Seq167,Seq58,0,0.44179
Seq167,Seq59,0,0.43553
Seq167,Seq55,0,0.47814
Seq167,Seq61,0,0.41817
Seq167,Seq60,0,0.43569
Seq167,Seq62,0,0.41233
Seq167,Seq49,0,0.6414
Seq167,Seq64,0,0.42243
Seq167,Seq65,0,0.41601
Seq167,Seq66,0,0.41609
Seq167,Seq69,454,0.37565
Seq167,Seq67,0,0.41411
Seq167,Seq70,454,0.37974
Seq167,Seq68,0,0.41691
Seq167,Seq71,457,0.37859
Seq167,Seq75,450,0.36131
Seq167,Seq77,446,0.3568
Seq167,Seq74,0,0.41023
Seq167,Seq72,0,0.41577
Seq167,Seq73,0,0.41507
Seq167,Seq76,0,0.41044
Seq167,Seq78,0,0.40972
Seq167,Seq79,0,0.41534
Seq167,Seq80,0,0.41925
Seq167,Seq81,0,0.42156
Seq167,Seq84,451,0.37109
Seq167,Seq82,0,0.41572
Seq167,Seq85,455,0.37764
Seq167,Seq86,451,0.37665
Seq167,Seq83,0,0.4163
Seq167,Seq87,454,0.38005
Seq167,Seq89,457,0.38213
Seq167,Seq92,451,0.3596
Seq167,Seq88,0,0.41794
Seq167,Seq93,451,0.36763
Seq167,Seq91,456,0.37799
Seq167,Seq90,458,0.38184
Seq167,Seq94,450,0.36052
Seq167,Seq95,451,0.35784
Seq167,Seq96,454,0.38146
Seq167,Seq105,339,0.16539
Seq167,Seq106,344,0.17068
Seq167,Seq107,344,0.17054
Seq167,Seq108,344,0.17223
Seq167,Seq104,365,0.21157
Seq167,Seq109,369,0.20503
Seq167,Seq110,361,0.19922
Seq167,Seq111,372,0.20919
Seq167,Seq112,362,0.19928
Seq167,Seq97,453,0.37504
Seq167,Seq98,453,0.376
Seq167,Seq99,453,0.37491
Seq167,Seq102,449,0.36084
Seq167,Seq100,453,0.37326
Seq167,Seq101,453,0.37309
Seq167,Seq103,453,0.37605
Seq167,Seq124,161,0.04132
Seq167,Seq114,345,0.17885
Seq167,Seq115,347,0.17784
Seq167,Seq125,161,0.04129
Seq167,Seq126,161,0.04118
Seq167,Seq113,368,0.20601
Seq167,Seq116,355,0.1887
Seq167,Seq127,161,0.04137
Seq167,Seq128,161,0.041
Seq167,Seq117,365,0.19729
Seq167,Seq118,351,0.18895
Seq167,Seq119,355,0.18793
Seq167,Seq120,357,0.18722
Seq167,Seq123,338,0.16868
Seq167,Seq121,375,0.21134
Seq167,Seq122,376,0.20982
Seq167,Seq130,339,0.16545
Seq167,Seq131,344,0.17077
Seq167,Seq132,344,0.1703
Seq167,Seq133,344,0.17246
Seq167,Seq129,365,0.2114
Seq167,Seq135,361,0.19937
Seq167,Seq134,369,0.20499
Seq167,Seq137,362,0.19718
Seq167,Seq136,372,0.20959
Seq167,Seq139,345,0.17903
Seq167,Seq140,347,0.17742
Seq167,Seq138,368,0.20609
Seq167,Seq141,355,0.18916
Seq167,Seq155,161,0.04147
Seq167,Seq143,351,0.19117
Seq167,Seq142,365,0.19742
Seq167,Seq144,355,0.18814
Seq167,Seq148,338,0.16935
Seq167,Seq145,357,0.18703
Seq167,Seq146,375,0.20979
Seq167,Seq147,376,0.20995
Seq167,Seq152,345,0.17964
Seq167,Seq154,338,0.16895
Seq167,Seq156,336,0.16065
Seq167,Seq149,355,0.19317
Seq167,Seq153,347,0.17764
Seq167,Seq150,362,0.19703
Seq167,Seq151,361,0.19912
Seq167,Seq162,465,0.12092
Seq167,Seq163,465,0.1202
Seq167,Seq164,465,0.12053
Seq167,Seq158,473,0.23177
Seq167,Seq166,459,0.12014
Seq167,Seq167,477,0.11978
Seq167,Seq170,462,0.12031
Seq167,Seq171,463,0.12005
Seq167,Seq168,469,0.13013
Seq167,Seq172,462,0.12075
Seq167,Seq159,472,0.23393
Seq167,Seq160,473,0.23511
Seq167,Seq161,473,0.23064
Seq167,Seq174,460,0.12052
Seq167,Seq173,462,0.13047
Seq167,Seq175,463,0.12025
Seq167,Seq165,465,0.23858
Seq167,Seq177,467,0.12609
Seq167,Seq178,467,0.12617
Seq167,Seq157,467,0.38203
Seq167,Seq179,467,0.1256
Seq167,Seq180,467,0.12579
Seq167,Seq181,467,0.12559
Seq167,Seq176,476,0.25189
Seq167,Seq169,472,0.36169
Seq168,Seq1,0,0.48866
Seq168,Seq3,0,0.47667
Seq168,Seq2,0,0.48192
Seq168,Seq4,0,0.4738
Seq168,Seq5,0,0.47647
Seq168,Seq6,0,0.47501
Seq168,Seq9,0,0.43283
Seq168,Seq8,0,0.47544
Seq168,Seq11,0,0.45359
Seq168,Seq12,0,0.47177
Seq168,Seq7,499,0.50515
Seq168,Seq13,0,0.47103
Seq168,Seq14,0,0.47459
Seq168,Seq10,0,0.49531
Seq168,Seq16,0,0.46528
Seq168,Seq15,0,0.48888
Seq168,Seq21,0,0.42554
Seq168,Seq23,0,0.42715
Seq168,Seq22,0,0.44702
Seq168,Seq20,0,0.49069
Seq168,Seq25,0,0.443
Seq168,Seq24,0,0.44708
Seq168,Seq26,0,0.46497
Seq168,Seq27,0,0.46663
Seq168,Seq29,0,0.47803
Seq168,Seq30,0,0.48022
Seq168,Seq28,0,0.49487
Seq168,Seq17,0,0.65048
Seq168,Seq18,0,0.64521
Seq168,Seq19,0,0.65227
Seq168,Seq32,0,0.45145
Seq168,Seq31,0,0.47876
Seq168,Seq33,0,0.41873
Seq168,Seq35,0,0.44855
Seq168,Seq34,0,0.49357
Seq168,Seq36,0,0.47134
Seq168,Seq37,0,0.46928
Seq168,Seq38,0,0.48038
Seq168,Seq39,0,0.46711
Seq168,Seq40,0,0.46648
Seq168,Seq42,0,0.46785
Seq168,Seq43,0,0.46755
Seq168,Seq41,0,0.4841
Seq168,Seq44,0,0.4474
Seq168,Seq45,0,0.44746
Seq168,Seq46,0,0.45362
Seq168,Seq47,0,0.45004
Seq168,Seq48,0,0.44096
Seq168,Seq50,0,0.44179
Seq168,Seq51,0,0.44449
Seq168,Seq52,0,0.47716
Seq168,Seq53,0,0.48961
Seq168,Seq54,0,0.49565
Seq168,Seq56,0,0.4653
Seq168,Seq57,0,0.46657
Seq168,Seq59,0,0.46978
Seq168,Seq58,0,0.47746
Seq168,Seq63,475,0.42323
Seq168,Seq61,0,0.44906
Seq168,Seq55,0,0.51733
Seq168,Seq62,0,0.44847
Seq168,Seq60,0,0.47051
Seq168,Seq64,0,0.44915
Seq168,Seq49,0,0.69269
Seq168,Seq65,0,0.44701
Seq168,Seq66,0,0.44869
Seq168,Seq69,474,0.40721
Seq168,Seq67,0,0.4455
Seq168,Seq70,478,0.4129
Seq168,Seq68,0,0.44913
Seq168,Seq75,472,0.39158
Seq168,Seq71,478,0.40812
Seq168,Seq77,473,0.39125
Seq168,Seq74,0,0.439
Seq168,Seq78,0,0.42266
Seq168,Seq76,0,0.44165
Seq168,Seq72,0,0.45007
Seq168,Seq73,0,0.44815
Seq168,Seq79,0,0.4474
Seq168,Seq80,0,0.44893
Seq168,Seq81,0,0.45327
Seq168,Seq84,474,0.4003
Seq168,Seq82,0,0.44843
Seq168,Seq85,478,0.40574
Seq168,Seq86,476,0.40679
Seq168,Seq87,479,0.40984
Seq168,Seq83,0,0.44825
Seq168,Seq89,481,0.41289
Seq168,Seq92,475,0.38772
Seq168,Seq88,0,0.45112
Seq168,Seq94,480,0.39523
Seq168,Seq93,472,0.3992
Seq168,Seq90,479,0.40985
Seq168,Seq91,478,0.4084
Seq168,Seq95,479,0.38972
Seq168,Seq96,477,0.4085
Seq168,Seq105,352,0.17881
Seq168,Seq107,355,0.18371
Seq168,Seq106,355,0.1842
Seq168,Seq108,355,0.18553
Seq168,Seq104,383,0.23047
Seq168,Seq110,376,0.21556
Seq168,Seq109,388,0.2212
Seq168,Seq111,390,0.22552
Seq168,Seq112,377,0.21324
Seq168,Seq97,476,0.40574
Seq168,Seq98,476,0.40475
Seq168,Seq99,476,0.40504
Seq168,Seq100,475,0.40247
Seq168,Seq101,475,0.38555
Seq168,Seq102,474,0.38985
Seq168,Seq103,476,0.40583
Seq168,Seq124,167,0.04457
Seq168,Seq115,363,0.19153
Seq168,Seq125,167,0.04444
Seq168,Seq114,357,0.19282
Seq168,Seq126,167,0.04755
Seq168,Seq116,367,0.2037
Seq168,Seq113,383,0.22208
Seq168,Seq127,167,0.04431
Seq168,Seq117,377,0.21429
Seq168,Seq128,167,0.06625
Seq168,Seq119,368,0.20937
Seq168,Seq118,362,0.22535
Seq168,Seq120,369,0.20223
Seq168,Seq121,391,0.22647
Seq168,Seq123,356,0.18227
Seq168,Seq122,390,0.22584
Seq168,Seq130,352,0.1785
Seq168,Seq131,355,0.18431
Seq168,Seq132,355,0.18389
Seq168,Seq133,355,0.18548
Seq168,Seq129,383,0.22724
Seq168,Seq135,376,0.21546
Seq168,Seq134,388,0.22079
Seq168,Seq136,390,0.22576
Seq168,Seq139,357,0.19344
Seq168,Seq137,377,0.21457
Seq168,Seq140,363,0.19101
Seq168,Seq141,367,0.2039
Seq168,Seq138,383,0.22355
Seq168,Seq155,167,0.04454
Seq168,Seq142,377,0.21316
Seq168,Seq143,362,0.20419
Seq168,Seq144,368,0.20238
Seq168,Seq148,356,0.18192
Seq168,Seq145,369,0.20224
Seq168,Seq146,391,0.22648
Seq168,Seq147,390,0.22624
Seq168,Seq149,367,0.20398
Seq168,Seq152,357,0.19292
Seq168,Seq150,377,0.21324
Seq168,Seq154,356,0.18352
Seq168,Seq153,363,0.19123
Seq168,Seq151,376,0.21459
Seq168,Seq156,349,0.17312
Seq168,Seq162,460,0.13001
Seq168,Seq163,459,0.12984
Seq168,Seq164,459,0.13017
Seq168,Seq166,453,0.12996
Seq168,Seq158,509,0.24996
Seq168,Seq167,469,0.12968
Seq168,Seq170,459,0.12968
Seq168,Seq159,508,0.25039
Seq168,Seq171,457,0.12971
Seq168,Seq168,512,0.14024
Seq168,Seq160,509,0.25309
Seq168,Seq172,456,0.12985
Seq168,Seq161,509,0.24941
Seq168,Seq174,456,0.12753
Seq168,Seq173,491,0.14123
Seq168,Seq165,491,0.25755
Seq168,Seq175,457,0.13011
Seq168,Seq177,493,0.134
Seq168,Seq178,493,0.13378
Seq168,Seq157,497,0.41402
Seq168,Seq179,493,0.1337
Seq168,Seq180,493,0.1334
Seq168,Seq181,493,0.13483
Seq168,Seq176,507,0.24831
Seq168,Seq169,501,0.39179
Seq169,Seq3,0,1.30435
Seq169,Seq2,0,1.3167
Seq169,Seq9,0,1.2095
Seq169,Seq1,0,1.33724
Seq169,Seq4,0,1.31217
Seq169,Seq11,0,1.23699
Seq169,Seq5,0,1.30526
Seq169,Seq6,0,1.30366
Seq169,Seq8,0,1.3009
Seq169,Seq13,0,1.28919
Seq169,Seq12,0,1.29164
Seq169,Seq14,0,1.30438
Seq169,Seq10,0,1.35636
Seq169,Seq7,982,1.41182
Seq169,Seq16,0,1.27737
Seq169,Seq15,0,1.33384
Seq169,Seq21,0,1.16689
Seq169,Seq23,0,1.17274
Seq169,Seq22,0,1.2288
Seq169,Seq24,0,1.22565
Seq169,Seq25,0,1.23719
Seq169,Seq20,0,1.3431
Seq169,Seq27,0,1.2744
Seq169,Seq26,0,1.27802
Seq169,Seq29,0,1.30744
Seq169,Seq28,0,1.35439
Seq169,Seq32,0,1.23712
Seq169,Seq30,0,1.31132
Seq169,Seq31,0,1.31544
Seq169,Seq17,0,1.77989
Seq169,Seq18,0,1.77022
Seq169,Seq19,0,1.77356
Seq169,Seq33,0,1.14862
Seq169,Seq35,0,1.23375
Seq169,Seq36,0,1.27302
Seq169,Seq34,0,1.35137
Seq169,Seq37,0,1.27499
Seq169,Seq38,0,1.27487
Seq169,Seq40,0,1.28533
Seq169,Seq39,0,1.29161
Seq169,Seq44,0,1.23733
Seq169,Seq41,0,1.27567
Seq169,Seq42,0,1.28202
Seq169,Seq43,0,1.27931
Seq169,Seq45,0,1.23329
Seq169,Seq48,0,1.21503
Seq169,Seq47,0,1.22782
Seq169,Seq46,0,1.23324
Seq169,Seq50,0,1.20934
Seq169,Seq51,0,1.22542
Seq169,Seq52,0,1.30558
Seq169,Seq53,0,1.36294
Seq169,Seq56,0,1.28088
Seq169,Seq54,0,1.35883
Seq169,Seq61,0,1.23736
Seq169,Seq57,0,1.2757
Seq169,Seq58,0,1.30488
Seq169,Seq59,0,1.2916
Seq169,Seq60,0,1.2889
Seq169,Seq55,0,1.41696
Seq169,Seq63,892,1.12316
Seq169,Seq62,0,1.22445
Seq169,Seq49,0,1.89027
Seq169,Seq64,0,1.23571
Seq169,Seq65,0,1.2236
Seq169,Seq66,0,1.22382
Seq169,Seq69,889,1.13488
Seq169,Seq67,0,1.22762
Seq169,Seq71,892,1.13627
Seq169,Seq75,871,1.09296
Seq169,Seq70,892,1.14779
Seq169,Seq68,0,1.24721
Seq169,Seq77,858,1.07215
Seq169,Seq72,0,1.22802
Seq169,Seq74,0,1.21258
Seq169,Seq73,0,1.22435
Seq169,Seq76,0,1.21625
Seq169,Seq78,0,1.16234
Seq169,Seq79,0,1.22439
Seq169,Seq80,0,1.22286
Seq169,Seq81,0,1.24383
Seq169,Seq82,0,1.22269
Seq169,Seq84,881,1.11648
Seq169,Seq86,881,1.1292
Seq169,Seq85,887,1.13164
Seq169,Seq87,895,1.14148
Seq169,Seq83,0,1.24263
Seq169,Seq89,893,1.13783
Seq169,Seq92,868,1.07382
Seq169,Seq90,897,1.14021
Seq169,Seq91,894,1.14262
Seq169,Seq93,879,1.10386
Seq169,Seq88,0,1.25596
Seq169,Seq94,873,1.09246
Seq169,Seq95,873,1.07691
Seq169,Seq96,887,1.13379
Seq169,Seq105,564,0.4955
Seq169,Seq106,574,0.51032
Seq169,Seq107,574,0.50961
Seq169,Seq108,578,0.51317
Seq169,Seq104,640,0.63477
Seq169,Seq109,641,0.61243
Seq169,Seq110,630,0.59934
Seq169,Seq111,648,0.62566
Seq169,Seq112,626,0.59155
Seq169,Seq97,883,1.12836
Seq169,Seq98,883,1.12857
Seq169,Seq99,883,1.12802
Seq169,Seq100,881,1.11946
Seq169,Seq102,869,1.10501
Seq169,Seq101,881,1.12131
Seq169,Seq114,593,0.5351
Seq169,Seq115,583,0.53027
Seq169,Seq113,642,0.61722
Seq169,Seq103,883,1.12961
Seq169,Seq124,177,0.12268
Seq169,Seq116,612,0.5671
Seq169,Seq125,177,0.12187
Seq169,Seq126,177,0.12111
Seq169,Seq127,177,0.12363
Seq169,Seq128,177,0.12151
Seq169,Seq117,627,0.59122
Seq169,Seq119,607,0.56457
Seq169,Seq118,608,0.58566
Seq169,Seq120,613,0.56022
Seq169,Seq121,649,0.62804
Seq169,Seq123,568,0.5034
Seq169,Seq122,649,0.62839
Seq169,Seq130,564,0.49527
Seq169,Seq131,574,0.51018
Seq169,Seq132,574,0.50863
Seq169,Seq133,578,0.51505
Seq169,Seq129,640,0.63209
Seq169,Seq135,630,0.59769
Seq169,Seq134,641,0.61396
Seq169,Seq137,626,0.59079
Seq169,Seq136,648,0.62855
Seq169,Seq139,593,0.53745
Seq169,Seq140,583,0.53017
Seq169,Seq138,642,0.61753
Seq169,Seq141,612,0.56659
Seq169,Seq155,177,0.12319
Seq169,Seq142,627,0.59138
Seq169,Seq143,608,0.56708
Seq169,Seq144,607,0.56334
Seq169,Seq148,568,0.50313
Seq169,Seq145,613,0.56067
Seq169,Seq146,649,0.62695
Seq169,Seq147,649,0.62889
Seq169,Seq149,612,0.56541
Seq169,Seq156,554,0.48185
Seq169,Seq152,593,0.53815
Seq169,Seq153,583,0.53172
Seq169,Seq154,568,0.50547
Seq169,Seq150,626,0.59111
Seq169,Seq151,630,0.59596
Seq169,Seq162,475,0.36106
Seq169,Seq163,474,0.36001
Seq169,Seq164,474,0.359
Seq169,Seq166,474,0.35973
Seq169,Seq158,839,0.71482
Seq169,Seq167,472,0.35809
Seq169,Seq170,475,0.36175
Seq169,Seq168,501,0.38826
Seq169,Seq171,475,0.35924
Seq169,Seq172,475,0.3587
Seq169,Seq159,840,0.69585
Seq169,Seq160,850,0.70586
Seq169,Seq161,838,0.69381
Seq169,Seq174,473,0.35913
Seq169,Seq173,510,0.39185
Seq169,Seq175,475,0.35853
Seq169,Seq165,879,0.71681
Seq169,Seq177,488,0.37621
Seq169,Seq178,488,0.37801
Seq169,Seq179,488,0.37729
Seq169,Seq157,1266,1.14719
Seq169,Seq180,488,0.37705
Seq169,Seq181,488,0.37733
Seq170,Seq1,0,0.45367
Seq170,Seq2,0,0.44578
Seq170,Seq3,0,0.43939
Seq170,Seq4,0,0.44098
Seq170,Seq5,0,0.44327
Seq169,Seq176,860,0.6971
Seq170,Seq6,0,0.44177
Seq169,Seq169,1351,1.0909
Seq170,Seq8,0,0.44457
Seq170,Seq7,472,0.46918
Seq170,Seq9,0,0.40035
Seq170,Seq11,0,0.4226
Seq170,Seq10,0,0.45887
Seq170,Seq12,0,0.43895
Seq170,Seq13,0,0.43766
Seq170,Seq14,0,0.44165
Seq170,Seq16,0,0.43359
Seq170,Seq15,0,0.45362
Seq170,Seq21,0,0.39729
Seq170,Seq20,0,0.45441
Seq170,Seq17,0,0.6047
Seq170,Seq23,0,0.39836
Seq170,Seq22,0,0.41897
Seq170,Seq24,0,0.41482
Seq170,Seq25,0,0.41091
Seq170,Seq18,0,0.59723
Seq170,Seq26,0,0.43079
Seq170,Seq19,0,0.60024
Seq170,Seq27,0,0.43295
Seq170,Seq29,0,0.44331
Seq170,Seq28,0,0.4602
Seq170,Seq30,0,0.4455
Seq170,Seq32,0,0.41918
Seq170,Seq31,0,0.44518
Seq170,Seq33,0,0.39023
Seq170,Seq35,0,0.42179
Seq170,Seq34,0,0.45946
Seq170,Seq36,0,0.43879
Seq170,Seq37,0,0.43582
Seq170,Seq38,0,0.42448
Seq170,Seq39,0,0.45364
Seq170,Seq40,0,0.42835
Seq170,Seq41,0,0.43287
Seq170,Seq42,0,0.4329
Seq170,Seq43,0,0.43448
Seq170,Seq44,0,0.41792
Seq170,Seq45,0,0.41688
Seq170,Seq46,0,0.41728
Seq170,Seq47,0,0.41445
Seq170,Seq48,0,0.41197
Seq170,Seq50,0,0.40917
Seq170,Seq51,0,0.41252
Seq170,Seq52,0,0.44245
Seq170,Seq53,0,0.45663
Seq170,Seq54,0,0.46111
Seq170,Seq56,0,0.43682
Seq170,Seq49,0,0.64242
Seq170,Seq55,0,0.47858
Seq170,Seq57,0,0.43322
Seq170,Seq58,0,0.44089
Seq170,Seq59,0,0.43647
Seq170,Seq61,0,0.41616
Seq170,Seq62,0,0.4131
Seq170,Seq60,0,0.43463
Seq170,Seq63,452,0.37459
Seq170,Seq64,0,0.41873
Seq170,Seq65,0,0.41143
Seq170,Seq66,0,0.41374
Seq170,Seq69,453,0.37774
Seq170,Seq67,0,0.41725
Seq170,Seq70,455,0.38167
Seq170,Seq68,0,0.4168
Seq170,Seq71,456,0.37868
Seq170,Seq75,450,0.36176
Seq170,Seq77,448,0.35957
Seq170,Seq72,0,0.41705
Seq170,Seq73,0,0.41619
Seq170,Seq74,0,0.40695
Seq170,Seq78,0,0.39179
Seq170,Seq76,0,0.40929
Seq170,Seq79,0,0.41476
Seq170,Seq80,0,0.41287
Seq170,Seq81,0,0.42211
Seq170,Seq84,451,0.37144
Seq170,Seq82,0,0.41659
Seq170,Seq85,454,0.37836
Seq170,Seq86,452,0.38065
Seq170,Seq83,0,0.41777
Seq170,Seq87,454,0.38043
Seq170,Seq89,455,0.3792
Seq170,Seq92,450,0.35979
Seq170,Seq93,448,0.36723
Seq170,Seq91,455,0.37769
Seq170,Seq94,451,0.35997
Seq170,Seq88,0,0.41823
Seq170,Seq90,456,0.39991
Seq170,Seq95,452,0.35866
Seq170,Seq96,454,0.37775
Seq170,Seq105,338,0.16592
Seq170,Seq106,344,0.17027
Seq170,Seq107,344,0.17052
Seq170,Seq108,344,0.17204
Seq170,Seq104,365,0.21067
Seq170,Seq109,372,0.20547
Seq170,Seq110,361,0.19947
Seq170,Seq111,376,0.2091
Seq170,Seq97,453,0.37577
Seq170,Seq98,453,0.3757
Seq170,Seq99,453,0.37558
Seq170,Seq100,453,0.37303
Seq170,Seq102,450,0.36211
Seq170,Seq112,361,0.19676
Seq170,Seq101,453,0.37559
Seq170,Seq103,453,0.3756
Seq170,Seq124,159,0.0414
Seq170,Seq114,344,0.17939
Seq170,Seq115,348,0.17887
Seq170,Seq125,159,0.04155
Seq170,Seq113,367,0.20637
Seq170,Seq127,159,0.04152
Seq170,Seq126,159,0.04135
Seq170,Seq116,357,0.18884
Seq170,Seq128,159,0.041
Seq170,Seq117,366,0.19757
Seq170,Seq118,353,0.18893
Seq170,Seq119,355,0.18805
Seq170,Seq120,358,0.18714
Seq170,Seq123,336,0.16895
Seq170,Seq121,375,0.20916
Seq170,Seq122,378,0.20986
Seq170,Seq130,338,0.16548
Seq170,Seq131,344,0.17117
Seq170,Seq132,344,0.17097
Seq170,Seq133,344,0.17194
Seq170,Seq129,365,0.21132
Seq170,Seq135,361,0.19958
Seq170,Seq134,372,0.2071
Seq170,Seq137,361,0.19742
Seq170,Seq136,376,0.20946
Seq170,Seq139,344,0.17914
Seq170,Seq140,348,0.17743
Seq170,Seq138,367,0.20632
Seq170,Seq141,357,0.18939
Seq170,Seq155,159,0.04138
Seq170,Seq142,366,0.19764
Seq170,Seq143,353,0.18953
Seq170,Seq144,355,0.18799
Seq170,Seq148,336,0.16895
Seq170,Seq145,358,0.18689
Seq170,Seq146,375,0.21028
Seq170,Seq147,378,0.2104
Seq170,Seq149,357,0.18915
Seq170,Seq153,348,0.17744
Seq170,Seq152,344,0.17924
Seq170,Seq156,335,0.16109
Seq170,Seq154,336,0.16911
Seq170,Seq150,361,0.1974
Seq170,Seq151,361,0.20113
Seq170,Seq162,465,0.12008
Seq170,Seq163,465,0.12006
Seq170,Seq164,465,0.12038
Seq170,Seq158,468,0.2309
Seq170,Seq166,464,0.12029
Seq170,Seq167,462,0.12029
Seq170,Seq170,477,0.12046
Seq170,Seq168,459,0.13011
Seq170,Seq171,471,0.12021
Seq170,Seq172,472,0.12115
Seq170,Seq159,468,0.23222
Seq170,Seq160,468,0.23474
Seq170,Seq161,468,0.23123
Seq170,Seq174,471,0.12024
Seq170,Seq173,469,0.13088
Seq170,Seq175,473,0.12011
Seq170,Seq165,470,0.23936
Seq170,Seq177,455,0.12542
Seq170,Seq178,455,0.12599
Seq170,Seq179,455,0.12542
Seq170,Seq157,468,0.38264
Seq170,Seq180,455,0.1258
Seq170,Seq181,455,0.12549
Seq170,Seq176,466,0.2318
Seq170,Seq169,475,0.36195
Seq171,Seq2,0,0.44528
Seq171,Seq1,0,0.45668
Seq171,Seq3,0,0.44113
Seq171,Seq4,0,0.442
Seq171,Seq5,0,0.44218
Seq171,Seq9,0,0.40174
Seq171,Seq6,0,0.44328
Seq171,Seq8,0,0.44168
Seq171,Seq11,0,0.42035
Seq171,Seq7,473,0.46929
Seq171,Seq12,0,0.43732
Seq171,Seq13,0,0.43709
Seq171,Seq14,0,0.43999
Seq171,Seq10,0,0.45745
Seq171,Seq16,0,0.43272
Seq171,Seq15,0,0.47011
Seq171,Seq21,0,0.39543
Seq171,Seq23,0,0.39858
Seq171,Seq22,0,0.41565
Seq171,Seq20,0,0.45473
Seq171,Seq25,0,0.40891
Seq171,Seq24,0,0.4153
Seq171,Seq27,0,0.43211
Seq171,Seq26,0,0.43318
Seq171,Seq29,0,0.44384
Seq171,Seq30,0,0.44593
Seq171,Seq28,0,0.45612
Seq171,Seq17,0,0.60493
Seq171,Seq18,0,0.60386
Seq171,Seq19,0,0.60121
Seq171,Seq32,0,0.41839
Seq171,Seq31,0,0.44575
Seq171,Seq33,0,0.38936
Seq171,Seq35,0,0.41799
Seq171,Seq36,0,0.43728
Seq171,Seq34,0,0.45954
Seq171,Seq37,0,0.43313
Seq171,Seq38,0,0.43216
Seq171,Seq40,0,0.43325
Seq171,Seq39,0,0.43362
Seq171,Seq41,0,0.43212
Seq171,Seq42,0,0.43329
Seq171,Seq43,0,0.43336
Seq171,Seq44,0,0.41959
Seq171,Seq45,0,0.41832
Seq171,Seq46,0,0.41736
Seq171,Seq47,0,0.41427
Seq171,Seq48,0,0.41063
Seq171,Seq50,0,0.41003
Seq171,Seq51,0,0.41213
Seq171,Seq52,0,0.44349
Seq171,Seq53,0,0.45407
Seq171,Seq54,0,0.45975
Seq171,Seq56,0,0.43692
Seq171,Seq57,0,0.43299
Seq171,Seq63,453,0.37515
Seq171,Seq59,0,0.43609
Seq171,Seq58,0,0.44189
Seq171,Seq62,0,0.41272
Seq171,Seq55,0,0.47792
Seq171,Seq61,0,0.42087
Seq171,Seq60,0,0.43815
Seq171,Seq49,0,0.63867
Seq171,Seq64,0,0.41803
Seq171,Seq65,0,0.4153
Seq171,Seq66,0,0.41364
Seq171,Seq69,453,0.37535
Seq171,Seq67,0,0.41671
Seq171,Seq70,455,0.3812
Seq171,Seq68,0,0.41373
Seq171,Seq71,457,0.3794
Seq171,Seq75,449,0.36086
Seq171,Seq77,449,0.36168
Seq171,Seq73,0,0.41406
Seq171,Seq74,0,0.41006
Seq171,Seq76,0,0.41066
Seq171,Seq78,0,0.39414
Seq171,Seq72,0,0.43901
Seq171,Seq79,0,0.413
Seq171,Seq80,0,0.41407
Seq171,Seq81,0,0.42043
Seq171,Seq84,453,0.3713
Seq171,Seq82,0,0.41585
Seq171,Seq85,454,0.37745
Seq171,Seq86,454,0.37611
Seq171,Seq83,0,0.41826
Seq171,Seq87,455,0.38193
Seq171,Seq89,457,0.38192
Seq171,Seq92,450,0.35969
Seq171,Seq91,456,0.37851
Seq171,Seq90,458,0.38063
Seq171,Seq88,0,0.41886
Seq171,Seq93,451,0.36872
Seq171,Seq94,451,0.36034
Seq171,Seq95,452,0.35555
Seq171,Seq96,455,0.37679
Seq171,Seq105,340,0.16573
Seq171,Seq106,343,0.17047
